"","X","business_id","name","categories","city","state","stars","review_count","BusinessParking_street","BusinessParking_validated","BusinessParking_lot","BusinessParking_valet","BikeParking","Caters","WheelchairAccessible","OutdoorSeating","GoodForMeal_latenight","GoodForMeal_lunch","GoodForMeal_dinner","GoodForMeal_breakfast","GoodForMeal_brunch","CoatCheck","DogsAllowed","NumberOfCheckins","BusinessType"
"1185",1365,"2F2xrnxCJ_WdXfWGxJcn_g","""Little Caesars""","Restaurants;Pizza","Phoenix","AZ",2,10,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,18,"Bad"
"1186",1366,"2F6dAex41iqsoxjSX4xAZA","""Dragon Gate""","Restaurants;Chinese","Parma Heights","OH",4,39,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,53,"Good"
"1187",1369,"2Fcw-oZpfuktTURLfbkMmQ","""Gallagher's""","American (Traditional);Restaurants","Cave Creek","AZ",2.5,90,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,279,"Bad"
"1188",1370,"2FfZUyA82YhQCjWNiqDCzQ","""Lenny's Burger Shop""","Restaurants;Burgers;Diners","Phoenix","AZ",3.5,215,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,602,"Good"
"1189",1371,"2fJVAT48V_eBf-vTjEOK_g","""Marks & Spencer""","Food;Sandwiches;Restaurants;Grocery","Edinburgh","EDH",4,14,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,49,"Good"
"1190",1372,"2FmYS2Z0BVmXvMix-AY6XA","""Palermos Pizza""","Pizza;Chicken Wings;Restaurants","Avondale","AZ",4,38,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,34,"Good"
"1191",1373,"2fVnJlyKVkt1WjPOlNdP7g","""McDonald's""","Restaurants;Fast Food;Burgers","Henderson","NV",2.5,44,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,428,"Bad"
"1192",1374,"2FWFAqM-jqKUU8WqHSp-LQ","""Asian One""","Chinese;Restaurants","Charlotte","NC",3.5,27,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,43,"Good"
"1193",1375,"2fY8CEOjXUkIBz3cgXZJQQ","""Jack in the Box""","Fast Food;Restaurants","Phoenix","AZ",2,7,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,37,"Bad"
"1194",1376,"2g_auUWw7c3c2CUTgVqI8Q","""Pho 88""","Vietnamese;Noodles;Restaurants","Las Vegas","NV",4.5,95,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,233,"Good"
"1195",1377,"2g4ZTD3ePNSbDAvh6qAOKQ","""Los Reyes De La Torta""","Asian Fusion;American (New);Seafood;Burgers;Mexican;Restaurants","Phoenix","AZ",4.5,591,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1535,"Good"
"1196",1378,"2g6x4ISNiMxFnotBuwmZmw","""Dos Gringos""","Mexican;Restaurants","Mesa","AZ",2.5,116,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,424,"Bad"
"1197",1379,"2G8YLx7J8du260jFNjIjZQ","""Gorditas El Tio""","Restaurants;Mexican","Phoenix","AZ",3.5,51,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,80,"Good"
"1198",1380,"2Gc8uX7jVOpXCjEzKP5scw","""Augustenstüble""","Restaurants;International;German","Stuttgart","BW",4,19,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,2,"Good"
"1199",1381,"2gCvukOcIHW4ehqpwoNlcA","""Bill Spoon's Barbecue""","Barbeque;Restaurants","Charlotte","NC",4,153,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,209,"Good"
"1200",1382,"2gG1AM53eroE3ntOfr2tew","""Panera Bread""","Soup;Sandwiches;Food;Salad;Breakfast & Brunch;Restaurants;Bagels","Willoughby","OH",2,10,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,51,"Bad"
"1201",1383,"2ggCa6Lfc3M2xtQwjwMPfg","""Subway""","Sandwiches;Restaurants;Fast Food","Lakewood","OH",3.5,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,17,"Good"
"1202",1384,"2Gh1Etnpn_BDy72hOXmCtg","""Pho Viet Vietnamese Restaurant""","Ethnic Food;Restaurants;Soup;Specialty Food;Vietnamese;Food","Glendale","AZ",4,429,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1375,"Good"
"1203",1385,"2GhrHm3BA_LlzoWzNZEFIw","""Burger King""","Fast Food;Restaurants;Burgers","Filderstadt","BW",4,4,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,6,"Good"
"1204",1386,"2gI7dlktBQXPZiuOW-HWvw","""Li's Bowl""","Chinese;Restaurants;Chicken Wings;Sushi Bars","Phoenix","AZ",3.5,119,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,305,"Good"
"1205",1387,"2gM1cNnZfzphmgqFvI8JKw","""Hibachi-San""","Chinese;Japanese;Restaurants;Fast Food","Chandler","AZ",3,5,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,8,"Good"
"1206",1388,"2GmGT-7QjowR1ihup3FbVA","""Haji-Baba""","Restaurants;Mediterranean;Grocery;Middle Eastern;Food","Tempe","AZ",4.5,720,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2101,"Good"
"1207",1390,"2GtsN4VziQDzDK5YGToSqg","""Andora""","Restaurants;American (New)","Pittsburgh","PA",3.5,38,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,51,"Good"
"1208",1391,"2GzQ1Cc7eDWhKrqNAR1kAA","""Chipotle Mexican Grill""","Mexican;Restaurants;Fast Food","Las Vegas","NV",3,32,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,141,"Good"
"1209",1392,"2HD3Y6jP3NBdZa9ub23KLA","""Humberto's Taco Shop""","Restaurants;Mexican","El Mirage","AZ",3,27,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,42,"Good"
"1210",1393,"2hgfYu-jBRUGybzl_CvqvA","""Romano's Pizza Italian Restaurant""","Pizza;Restaurants;Italian","Concord","NC",3.5,26,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,30,"Good"
"1211",1394,"2HJhfjU1flynaBmp1HrrKA","""The Roasting Company""","Sandwiches;Southern;American (Traditional);Restaurants","Charlotte","NC",4,14,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,18,"Good"
"1212",1395,"2hJNAFFy2qOqmIIKFjcw9w","""Bella Pizza""","Restaurants;Pizza","Cleveland","OH",3.5,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,"Good"
"1213",1396,"2hK5Cvo2JixFv2_neenrMQ","""Com Ga Hai Nam""","Restaurants;Vietnamese","Mesa","AZ",4.5,8,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,30,"Good"
"1214",1397,"2HKQSZxgfixCLRZQLHdo-A","""Fatty Daddy's""","Ice Cream & Frozen Yogurt;American (Traditional);Coffee & Tea;Food;Restaurants;Desserts","Scottsdale","AZ",4.5,389,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1141,"Good"
"1215",1398,"2HMvoTz_hw0noLzBWmyxcA","""Hendersons""","Delis;Vegetarian;Restaurants","Edinburgh","EDH",3.5,85,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,110,"Good"
"1216",1401,"2hrj6ISpLJmvRen3AZkBWw","""Subway""","Restaurants;Sandwiches;Fast Food","Las Vegas","NV",3,13,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,39,"Good"
"1217",1402,"2hSIeCX2cV-chFcBBXrZZA","""Pressed For Juice""","Juice Bars & Smoothies;Food;Organic Stores;Restaurants;Coffee & Tea;Gluten-Free","Las Vegas","NV",4.5,161,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,682,"Good"
"1218",1403,"2hUENHFcBIqop8-uWvrf6A","""Galway Hooker""","Restaurants;Irish;Nightlife;Pubs;Event Planning & Services;Bars;Venues & Event Spaces","Cornelius","NC",4,126,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,465,"Good"
"1219",1404,"2HxaDXZmAOH6LiuzGgNdPA","""Farmer Boys""","Mexican;Salad;Burgers;American (Traditional);Restaurants;Sandwiches;Breakfast & Brunch","Las Vegas","NV",3,161,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,352,"Good"
"1220",1405,"2hyciWHsqnbqdEkUvO3KuQ","""Little Crown & Anchor Pub""","Pubs;Bars;British;Nightlife;Restaurants","Las Vegas","NV",3.5,114,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,761,"Good"
"1221",1406,"2I_qSTehoUFsDNjaqCVxlA","""Cafe Moda""","Filipino;Restaurants;Venues & Event Spaces;Bars;Party & Event Planning;Nightlife;Event Planning & Services;Dance Clubs;Karaoke","Las Vegas","NV",3,146,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,917,"Good"
"1222",1407,"2I7QtHJI-izdThjghMaT1g","""Cafe Toscano""","Restaurants;Italian","Aurora","OH",4.5,63,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,129,"Good"
"1223",1408,"2IBupUvfmmPBrUupMuBETA","""Saddle Bronc Grill""","Restaurants;Bars;Nightlife;American (New);Southern","Fountain Hills","AZ",4,130,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,200,"Good"
"1224",1409,"2IG3Exu5sCRPeopeqn8hEQ","""Black Chicken Fine Wine and Craft Beer""","Wine Bars;Bars;Beer Gardens;Restaurants;Nightlife;American (New)","Waxhaw","NC",4.5,20,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,47,"Good"
"1225",1410,"2IHmggMLM-hDq4dFmwgzDw","""Streets of New York""","Restaurants;Sandwiches;Pizza;Italian","Phoenix","AZ",3.5,72,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,195,"Good"
"1226",1411,"2IIqWeO5yd1VDrhGgZNuzQ","""America's Taco Shop""","Mexican;Restaurants;Food;Bars;Beer;Wine & Spirits;Nightlife","Chandler","AZ",3.5,112,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,453,"Good"
"1227",1412,"2iLeiQ4OCJVwfodR9egMag","""Lucky Strike""","Lounges;American (New);Restaurants;Bowling;Bars;Active Life;Nightlife","Phoenix","AZ",3.5,207,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1867,"Good"
"1228",1413,"2ILK7gA2Ccl_imtfWFNUIA","""Crisp Charlotte""","Restaurants;Food;Juice Bars & Smoothies;Salad;Sandwiches","Charlotte","NC",3.5,29,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,81,"Good"
"1229",1414,"2ipAUIW4kVsE6nl4aREgag","""Cole's Pub""","Nightlife;Restaurants;Bars;American (Traditional)","Imperial","PA",4,31,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,28,"Good"
"1230",1415,"2iTsRqUsPGRH1li1WVRvKQ","""Carson Kitchen""","Salad;Comfort Food;Gastropubs;Nightlife;Cocktail Bars;Vegan;American (New);Bars;Tapas/Small Plates;Seafood;Food;Burgers;Restaurants;Desserts","Las Vegas","NV",4.5,1586,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,3478,"Good"
"1231",1416,"2ivGlp_mVzwFaPjatAERXg","""Tacos Mexico""","Restaurants;Mexican","Las Vegas","NV",2.5,35,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,120,"Bad"
"1232",1417,"2IvrdAb6zdxr3ZqplqJHbg","""Jose Cuervo Tequileria""","Restaurants;Mexican","Las Vegas","NV",2,434,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1474,"Bad"
"1233",1419,"2j_zH030dgSUx2p3JtaD7w","""Taste An American Bistro""","American (New);Restaurants","Chandler","AZ",4,3,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,6,"Good"
"1234",1420,"2J0mx9CAcP01RpwQkdBcGw","""Taco Bell""","Mexican;Restaurants;Tex-Mex;Fast Food","Middleton","WI",2.5,9,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,28,"Bad"
"1235",1421,"2j3sESWDU_hW9Q3TjElwPA","""The Sett""","Active Life;Burgers;Music Venues;Nightlife;Arts & Entertainment;Sports Bars;Recreation Centers;Bars;Restaurants;American (New);Leisure Centers","Madison","WI",4,21,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,125,"Good"
"1236",1422,"2j78b8m1w4Sr2GVGCzFBtQ","""Que Onda Tacos + Tequila""","Cocktail Bars;Restaurants;Nightlife;Salad;Bars;Tacos;Mexican","Charlotte","NC",4,117,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,657,"Good"
"1237",1423,"2jau7OtoplE60-o2TIn6Tg","""Roman Candle Pizzeria""","Pizza;Restaurants","Middleton","WI",3.5,82,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,157,"Good"
"1238",1424,"2JeciNHrJE_tI-o2tUCu5w","""Ty Fun Thai Bistro""","Thai;Restaurants","Cleveland","OH",4,129,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,255,"Good"
"1239",1425,"2jqUYcKMYZXnpxNTkORJgQ","""Cafe Raymond""","American (Traditional);Breakfast & Brunch;Cafes;Sandwiches;Restaurants","Pittsburgh","PA",4.5,87,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,118,"Good"
"1240",1426,"2JsLzYF8rUalwpm5LDEcog","""Chowder House Cafe""","Seafood;Restaurants;Soup","Cuyahoga Falls","OH",3.5,91,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,108,"Good"
"1241",1427,"2JU7FRlnYgdRauYyFzHSLA","""Hamburger Hut 'N' Market""","Chicken Wings;Restaurants;Burgers","North Las Vegas","NV",4,129,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,368,"Good"
"1242",1428,"2JUDgnmoLDxD97gqmand9Q","""Chipotle Mexican Grill""","Mexican;Restaurants;Tex-Mex;Fast Food","Phoenix","AZ",3,125,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,521,"Good"
"1243",1429,"2JV0xGXsszojof2BuEt_hw","""Gallagher's""","Sports Bars;American (Traditional);Restaurants;Bars;Nightlife","Phoenix","AZ",3,65,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,538,"Good"
"1244",1431,"2jx_SaBzvIdIwul4JoY9IA","""China Restaurant""","Chinese;Restaurants","Phoenix","AZ",3.5,44,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,113,"Good"
"1245",1432,"2jzM7PSeG8OwZ5EvocCpQA","""Chipotle Mexican Grill""","Fast Food;Mexican;Restaurants","Mayfield Heights","OH",2,41,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,135,"Bad"
"1246",1434,"2k01kgbLdNV9b19GrOqdNA","""Italian Oasis Pizzeria""","Food;Food Delivery Services;Restaurants;Pizza;Desserts","Las Vegas","NV",4.5,63,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,155,"Good"
"1247",1437,"2kE_CUc6tUR8FU5bjAO_Ag","""R-Time At Rene's""","Restaurants;Bars;American (Traditional);Food;Seafood;Italian;Beer;Wine & Spirits;Lounges;Mexican;Nightlife","East Mc Keesport","PA",4,12,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,14,"Good"
"1248",1438,"2kfXHEV-bx0nTp0MzLQgSA","""El Toro""","Restaurants;Mexican","Cornelius","NC",4.5,66,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,129,"Good"
"1249",1439,"2KIlQsIHwYMkuwA0T4OKrw","""Pizza Hut""","Restaurants;Pizza;Italian;Chicken Wings","Phoenix","AZ",2,12,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,9,"Bad"
"1250",1441,"2koVk44qPX7mV8irHO_e3A","""Filipino Fast Food & Asian Market""","Restaurants;Fast Food;Filipino","Las Vegas","NV",3.5,10,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,13,"Good"
"1251",1442,"2KpyT9ZN2qtj1n3TX_bzYQ","""Char Bar No 7""","Burgers;Bars;Restaurants;Wine Bars;American (New);Nightlife","Matthews","NC",3.5,91,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,208,"Good"
"1252",1443,"2KrRu2odf_53L90UQLKVvA","""Zoup!""","Soup;Restaurants;Salad;Sandwiches","Pittsburgh","PA",4,12,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,9,"Good"
"1253",1444,"2KS_UunFuefCdniRrrxIkg","""Filiberto's Mexican Food""","Mexican;Restaurants","Mesa","AZ",2.5,25,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,320,"Bad"
"1254",1445,"2kVfIYKZvPUvEomb92BOzg","""Kerns Pastetchen""","Austrian;Restaurants;Modern European","Stuttgart","BW",4.5,19,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,3,"Good"
"1255",1446,"2KWkeOk1KaH50Es_A-8cnA","""Snooze an Am Eatery""","Breakfast & Brunch;Restaurants","Gilbert","AZ",4,550,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,985,"Good"
"1256",1447,"2kWrSFkIes_d2BMg4YrRtA","""Pizza Hut""","Restaurants;Pizza","Las Vegas","NV",2.5,15,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,27,"Bad"
"1257",1449,"2L0I4w2_32aVJq-IzhZSig","""Restore Cold Pressed""","Juice Bars & Smoothies;Cafes;Food;Restaurants","Cleveland","OH",4.5,82,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,236,"Good"
"1258",1450,"2lcK3d4K7FU6O8wXdWzOmA","""Cabin Club""","American (New);Nightlife;Restaurants;Bars;Steakhouses","Westlake","OH",4,116,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,218,"Good"
"1259",1451,"2lF1UsGcDpDpaI1lXgRX_g","""Abuelo's""","Mexican;Tex-Mex;Restaurants","Chandler","AZ",3.5,370,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1082,"Good"
"1260",1452,"2lnHyGbn1Nvbf7iRNDr6wg","""My Big Fat Greek Express""","Greek;Food;Restaurants","Glendale","AZ",4,12,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,70,"Good"
"1261",1453,"2LNnIARy-lGmrlEMZSxZ1w","""Great Buns Bakery""","Food;Desserts;Restaurants;Sandwiches;Bakeries","Las Vegas","NV",4.5,126,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,446,"Good"
"1262",1454,"2LVuwl-eH-8PYikyFmqcTQ","""Papa Da Vinci""","Pizza;Restaurants","Pittsburgh","PA",2.5,28,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,30,"Bad"
"1263",1455,"2lXYidovGbSa56cd07oHlg","""Hunan of Stow""","Food;Food Delivery Services;Chinese;Restaurants","Stow","OH",2.5,12,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,20,"Bad"
"1264",1456,"2m4092MsMzEHkuxodaj6-g","""Ondori Asian Kitchen""","Japanese;Restaurants;Chinese;Asian Fusion;Sushi Bars","Las Vegas","NV",4,112,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,237,"Good"
"1265",1457,"2mEBIa3NSKyS6UIfxpKR9g","""Courtyard by Marriott Cleveland Willoughby""","Restaurants;Hotels;Event Planning & Services;Hotels & Travel","Willoughby","OH",3,13,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,95,"Good"
"1266",1458,"2mjwx7w6IN_BoHG5iy8IGg","""Subway""","Restaurants;Fast Food;Sandwiches","Willoughby","OH",3.5,5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,5,"Good"
"1267",1459,"2MnNaZcNG_2whC9NyL4qgA","""Mulligans Pub and Grill""","Nightlife;Bars;Sports Bars;Steakhouses;Burgers;American (Traditional);Pubs;Restaurants","Avon","OH",3.5,54,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,235,"Good"
"1268",1460,"2mRevPeYkEO8Rd0r2urRrQ","""Wirtshaus Troll""","Restaurants;German;American (Traditional)","Stuttgart","BW",4,22,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,11,"Good"
"1269",1461,"2mrM4q-5htVP7Ins7Fjz1w","""Mr Chips""","Restaurants;Fish & Chips","Inverness","HLD",3,8,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,2,"Good"
"1270",1462,"2mroQ_qD_5kLTv88zADnXg","""McDonald's""","Restaurants;Fast Food;Burgers","University Heights","OH",2.5,7,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,13,"Bad"
"1271",1463,"2mVqpQyyeRK44VxNAYMuAw","""Viva Chicken""","Peruvian;Restaurants","Charlotte","NC",4,12,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,16,"Good"
"1272",1464,"2MxoDbw9-RtTBlQkFXAHmw","""Mr. Hero""","Cheesesteaks;Fast Food;Sandwiches;Restaurants","North Royalton","OH",4,5,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,"Good"
"1273",1465,"2N4AeKjw2WdBchIVqYPv_A","""The Nosh Box""","Food Stands;Restaurants;Tex-Mex;American (Traditional)","Cleveland","OH",4,13,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,12,"Good"
"1274",1466,"2NBCBWZNH23vjxDx-ptg8Q","""Chinese Manor House""","Restaurants;Chinese","Edinburgh","EDH",4,8,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,3,"Good"
"1275",1467,"2nbibYLTR96Nr2nk-1spdw","""Church's Chicken""","Restaurants;Fast Food","Phoenix","AZ",3.5,3,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,29,"Good"
"1276",1468,"2Ne7F6TMuUdRUGhyjj7abg","""Fry's Food Stores""","Food;Grocery;Delis;Restaurants;Bakeries","Tempe","AZ",3.5,29,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,438,"Good"
"1277",1469,"2nEhcvxBZk2W4x_fi0cYxw","""Roberto's Taco Shop""","Restaurants;Mexican;Fast Food","Las Vegas","NV",2.5,13,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,62,"Bad"
"1278",1471,"2NiBvT5zL272IRcxru_x9A","""La Bocca Wine Bar & Urban Kitchen""","Nightlife;Bars;Italian;Wine Bars;Mediterranean;Pizza;Restaurants","Phoenix","AZ",4,236,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,542,"Good"
"1279",1472,"2NICrHy0I5rlEJmlt0ao9A","""Big Earl's Greasy Eats""","Breakfast & Brunch;Restaurants;Burgers;Beer;Wine & Spirits;American (Traditional);Diners;Cafes;Food","Cave Creek","AZ",4,238,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,515,"Good"
"1280",1473,"2NLyAZne2fH5zTHSBin92A","""Salonika Imports""","Grocery;Mediterranean;Restaurants;Food","Pittsburgh","PA",4.5,6,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,20,"Good"
"1281",1474,"2nn6Sx5EFpzFbsy5cJYHUg","""Merwin's Wharf""","American (Traditional);Local Services;Restaurants;American (New);Community Service/Non-Profit","Cleveland","OH",3.5,147,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,248,"Good"
"1282",1476,"2nraROl3d0-Wr9EPGkW-1A","""Subway""","Fast Food;Sandwiches;Restaurants;Food","Las Vegas","NV",3.5,5,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,29,"Good"
"1283",1477,"2nsMgH0zh8hK4Bu55fYxlA","""Tang Lin""","Chinese;Indian;Restaurants;Asian Fusion","Gastonia","NC",4,18,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,22,"Good"
"1284",1478,"2nz4icgNwn04g_CM45XbGQ","""Amici""","Nightlife;Italian;Dance Clubs;International;Restaurants;Bars;Mediterranean","Stuttgart","BW",3.5,55,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,11,"Good"
"1285",1479,"2O_b-IAAW7SoPt__RX1Kww","""Buca di Beppo""","Italian;Restaurants;Pizza","Las Vegas","NV",2.5,101,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,105,"Bad"
"1286",1481,"2oCM63whZH_IW6kzxciysg","""Taqueria El Pastorcito 2""","Mexican;Food Trucks;Street Vendors;Restaurants;Food","Las Vegas","NV",3.5,3,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,4,"Good"
"1287",1482,"2og7CivCoU54PKpvlvxOYw","""Noce Gourmet Pizzeria""","Restaurants;Pizza","Chardon","OH",4,40,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,32,"Good"
"1288",1483,"2Ok4s1al1XRqFTyEWB4i0g","""California Pizza Kitchen""","Pizza;Restaurants;American (Traditional);American (New)","Charlotte","NC",2.5,88,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,315,"Bad"
"1289",1484,"2OKh-3ToognFAccCFAFJVg","""Brennan's Pub & Grub""","Bars;Restaurants;Nightlife;Irish;Sports Bars;American (Traditional);Pubs","Phoenix","AZ",3.5,53,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,354,"Good"
"1290",1485,"2OkYkQRItlqbKw9Mz7flCA","""Julio G's Tatum""","Restaurants;Mexican","Phoenix","AZ",3.5,107,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,382,"Good"
"1291",1487,"2oSmaFSi0GSDPTOHOKeQHQ","""P-Dub's BBQ""","Barbeque;Restaurants","Las Vegas","NV",3,4,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,3,"Good"
"1292",1488,"2OVuHRbdb5GTHUqrCqV-Fg","""Picadilly's Square Sandwiches & Sweets""","Salad;Sandwiches;Delis;Restaurants","Mesa","AZ",3.5,4,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,2,"Good"
"1293",1490,"2Oz0VGwBgo3Dp5Az5WUoww","""Kwan's Sampan""","Restaurants;Chinese","Mesa","AZ",3.5,70,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,118,"Good"
"1294",1491,"2p346MdyPISpZ2k-h0GSqg","""Flaming Wok""","Chinese;Restaurants","Phoenix","AZ",4,6,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,11,"Good"
"1295",1492,"2p5J9bc0acslM4XBNcXAJQ","""Papa John's Pizza""","Restaurants;Pizza","Madison","WI",3,7,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,8,"Good"
"1296",1494,"2pbOSrbB5AtQIa240AXNvQ","""Panera Bread""","Bakeries;Breakfast & Brunch;Restaurants;Soup;Bagels;Coffee & Tea;Food;Sandwiches;Salad","Champaign","IL",2,40,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,199,"Bad"
"1297",1495,"2PBPh8LTwt_mXP0GUYa9NQ","""Veltre's Pizza""","Pizza;Restaurants","Oakmont","PA",4,16,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,12,"Good"
"1298",1496,"2PCmdNMtG3zLp7dBH4Gxfg","""LA Crab Shack""","Restaurants;Seafood;Cajun/Creole","Mesa","AZ",4,47,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,143,"Good"
"1299",1498,"2pmOI_mrn1ZWB88IeiOMkA","""Wah Sun""","Restaurants;Thai;Chinese","Chesterland","OH",3.5,12,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,5,"Good"
"1300",1499,"2pMT5SBfn4oGr_Ae1tp8vQ","""JJ Madisons""","Restaurants;Nightlife;American (Traditional);Sports Bars;Bars","Mesa","AZ",3,115,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,334,"Good"
"1301",1500,"2PnRXLAN3KFEu4g0OUL2iw","""Señor Taco""","Restaurants;Mexican","Scottsdale","AZ",4,130,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,475,"Good"
